onset	duration	begsample	endsample	offset	ai_hb
23730	30	6074881	6082560	0	-2
23760	30	6082561	6090240	0	-2
23790	30	6090241	6097920	0	-2
23820	30	6097921	6105600	0	-2
23850	30	6105601	6113280	0	-2
23880	30	6113281	6120960	0	-2
23910	30	6120961	6128640	0	-2
23940	30	6128641	6136320	0	-2
23970	30	6136321	6144000	0	-2
24000	30	6144001	6151680	0	-2
24030	30	6151681	6159360	0	-2
24060	30	6159361	6167040	0	-2
24090	30	6167041	6174720	0	-2
24120	30	6174721	6182400	0	-2
24150	30	6182401	6190080	0	-2
24180	30	6190081	6197760	0	-2
24210	30	6197761	6205440	0	-2
24240	30	6205441	6213120	0	-2
24270	30	6213121	6220800	0	-2
24300	30	6220801	6228480	0	-2
24330	30	6228481	6236160	0	-2
24360	30	6236161	6243840	0	-2
24390	30	6243841	6251520	0	-2
24420	30	6251521	6259200	0	-2
24450	30	6259201	6266880	0	-2
24480	30	6266881	6274560	0	-2
24510	30	6274561	6282240	0	-2
24540	30	6282241	6289920	0	-2
24570	30	6289921	6297600	0	-2
24600	30	6297601	6305280	0	-2
24630	30	6305281	6312960	0	-2
24660	30	6312961	6320640	0	-2
24690	30	6320641	6328320	0	-2
24720	30	6328321	6336000	0	-2
24750	30	6336001	6343680	0	-2
24780	30	6343681	6351360	0	-2
24810	30	6351361	6359040	0	-2
24840	30	6359041	6366720	0	-2
24870	30	6366721	6374400	0	-2
24900	30	6374401	6382080	0	-2
24930	30	6382081	6389760	0	-2
24960	30	6389761	6397440	0	-2
24990	30	6397441	6405120	0	-2
25020	30	6405121	6412800	0	-2
25050	30	6412801	6420480	0	-2
25080	30	6420481	6428160	0	-2
25110	30	6428161	6435840	0	-2
25140	30	6435841	6443520	0	-2
25170	30	6443521	6451200	0	-2
25200	30	6451201	6458880	0	-2
25230	30	6458881	6466560	0	-2
25260	30	6466561	6474240	0	-2
25290	30	6474241	6481920	0	-2
25320	30	6481921	6489600	0	-2
25350	30	6489601	6497280	0	-2
25380	30	6497281	6504960	0	-2
25410	30	6504961	6512640	0	-2
25440	30	6512641	6520320	0	-2
25470	30	6520321	6528000	0	-2
25500	30	6528001	6535680	0	-2
25530	30	6535681	6543360	0	-2
25560	30	6543361	6551040	0	-2
25590	30	6551041	6558720	0	-2
25620	30	6558721	6566400	0	-2
25650	30	6566401	6574080	0	-2
25680	30	6574081	6581760	0	-2
25710	30	6581761	6589440	0	-2
25740	30	6589441	6597120	0	-2
25770	30	6597121	6604800	0	-2
25800	30	6604801	6612480	0	-2
25830	30	6612481	6620160	0	-2
25860	30	6620161	6627840	0	-2
25890	30	6627841	6635520	0	-2
25920	30	6635521	6643200	0	-2
25950	30	6643201	6650880	0	-2
25980	30	6650881	6658560	0	-2
26010	30	6658561	6666240	0	-2
26040	30	6666241	6673920	0	-2
26070	30	6673921	6681600	0	-2
26100	30	6681601	6689280	0	-2
26130	30	6689281	6696960	0	-2
26160	30	6696961	6704640	0	-2
26190	30	6704641	6712320	0	-2
26220	30	6712321	6720000	0	-2
26250	30	6720001	6727680	0	-2
26280	30	6727681	6735360	0	-2
26310	30	6735361	6743040	0	-2
26340	30	6743041	6750720	0	-2
26370	30	6750721	6758400	0	-2
26400	30	6758401	6766080	0	-2
26430	30	6766081	6773760	0	-2
26460	30	6773761	6781440	0	-2
26490	30	6781441	6789120	0	-2
26520	30	6789121	6796800	0	-2
26550	30	6796801	6804480	0	-2
26580	30	6804481	6812160	0	-2
26610	30	6812161	6819840	0	-2
26640	30	6819841	6827520	0	-2
26670	30	6827521	6835200	0	-2
26700	30	6835201	6842880	0	-2
26730	30	6842881	6850560	0	-2
26760	30	6850561	6858240	0	-2
26790	30	6858241	6865920	0	-2
26820	30	6865921	6873600	0	-2
26850	30	6873601	6881280	0	-2
26880	30	6881281	6888960	0	-2
26910	30	6888961	6896640	0	-2
26940	30	6896641	6904320	0	-2
26970	30	6904321	6912000	0	-2
27000	30	6912001	6919680	0	-2
27030	30	6919681	6927360	0	-2
27060	30	6927361	6935040	0	-2
27090	30	6935041	6942720	0	-2
27120	30	6942721	6950400	0	-2
27150	30	6950401	6958080	0	-2
27180	30	6958081	6965760	0	-2
27210	30	6965761	6973440	0	-2
27240	30	6973441	6981120	0	-2
27270	30	6981121	6988800	0	-2
27300	30	6988801	6996480	0	-2
27330	30	6996481	7004160	0	-2
27360	30	7004161	7011840	0	-2
27390	30	7011841	7019520	0	-2
27420	30	7019521	7027200	0	-2
